ShareRaceByCity
Geographic area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
AL,Moundville town,21169,93.8,9.5,56.2,40.4,0.7,0.7,1.8
AL,Mountain Brook city,15240,60.4,55.8,97.2,1,0.1,0.9,1
AL,Mount Olive CDP (Coosa County),28843,79.2,24.3,74.9,23.2,0.5,0,0.5
AL,Mount Olive CDP (Jefferson County),39719,77.3,18.7,97.7,1,0.2,0.3,0.5
AL,Mount Vernon town,126534,99.5,3,23.4,73.6,1.7,0.1,0.7
AL,Movico CDP,(X),87.3,1.7,2.6,96.7,0.3,0,0
AL,Mulga town,73345,92.5,11,81,16.9,0.1,0,0.6
AL,Munford town,40750,80.8,31.3,82.4,15.6,0.5,0,1
AL,Muscle Shoals city,(X),81.9,12.9,80.6,15.3,0.3,0.9,2.7
AL,Myrtlewood town,34886,72,30.5,85.4,13.8,0,0,3.1
AL,Nanafalia CDP,34034,87.3,18.8,57.4,40.4,0,0,0
AL,Nances Creek CDP,48896,88.7,10.7,98.8,0,0.5,0,0.7
AL,Napier Field town,35000,72.5,7,79.7,16.1,1.7,1.7,2
AL,Natural Bridge town,(X),94,29.7,100,0,0,0,0
AL,Nauvoo town,51196,79.1,0,99.1,0,0,0.5,2.7
AL,Nectar town,32000,80.2,21.7,95.7,2,0.6,0.6,4.6
AL,Needham town,(X),65.7,2.3,98.9,0,1.1,0,0
AL,Newbern town,27000,67.2,26.2,31.7,67.2,0,0,2.2
AL,New Brockton town,35313,78.3,18.3,70.1,21,5.5,0.5,2.5
AL,New Hope city,56458,83.7,1.9,93.7,0.2,2.5,0.3,1.4
AL,New Market CDP,18750,74.6,35,88.5,6.7,1.4,0.2,4.4
AL,New Site town,41066,79.8,20.9,85.8,12.5,0.4,0,0.8
AL,Newton town,44224,84.3,14.8,83.6,13,0.7,0.5,1.5
AL,New Union CDP,59653,86.9,0,95,0.2,0.3,0,4.2
AL,Newville town,42143,82.1,9.6,53.4,40.1,0,0,8.3
AL,North Courtland town,41198,82.3,17.7,2.4,96.7,0,0,0
AL,North Johns town,36429,84,27.9,49.7,46.2,4.1,0,0
AL,Northport city,31172,73,21,68.4,26.9,0.3,1.1,4.1
AL,Notasulga town,24097,71.3,22.4,65,33.3,0.1,0.1,0.8
AL,Oak Grove town,39750,75.6,11.7,91.3,7,0,0.8,1.1
AL,Oak Hill town,53650,90.2,13.7,30.8,69.2,0,0,0
AL,Oakman town,37273,80.7,29.5,80.9,18.4,0.1,0,0.1
AL,Odenville town,40972,73,13.1,94.2,2.3,0.3,0.7,2.1
AL,Ohatchee town,(X),27.3,72.7,94.1,3.2,0.6,0,0.6
AL,Oneonta city,40469,72.2,21.4,84.1,6,0.5,0.5,15.9
AL,Onycha town,51518,76.4,16.2,95.7,0,0,0,0
AL,Opelika city,51688,82,14.8,50.6,43.5,0.3,1.7,4.4
AL,Opp city,36852,73.9,12.8,80.9,16.7,0.6,0.3,0.9
AL,Orange Beach city,22917,60.5,23.4,94.3,0.6,0.7,0.8,2.6
AL,Orrville town,40489,83.7,23,37.7,62.3,0,0,0
AL,Our Town CDP,34695,77.4,25.9,85.5,12.8,1.4,0,0.5
AL,Owens Cross Roads town,57535,92.6,10.5,91.5,3.6,1,0.3,2.2
AL,Oxford city,16250,71.4,37.3,80.5,12.6,0.4,1.1,6.6
AL,Ozark city,38125,78.6,0,64.8,30.2,0.7,0.9,3.2
AL,Paint Rock town,51750,86.7,9.5,92.4,1,1.9,0,0
AL,Panola CDP,51375,83.5,11.7,2.1,97.9,0,0,0
AL,Parrish town,37813,82.5,23.1,70.6,26,0.5,0.5,0.5
AL,Pelham city,23036,77.5,35.6,81.2,7.5,0.3,2.4,14.9
AL,Pell City city,(X),38.1,40.6,80.8,15.6,0.3,0.8,2.3
AL,Pennington town,29335,75.3,15.8,50.2,49.8,0,0,0
AL,Penton CDP,67907,92.2,4.6,69.7,24.9,0,0,4.5
AL,Perdido Beach town,41944,86.5,20.8,96.2,0.2,0.2,0.2,2.1
AL,Peterman CDP,(X),69.9,34.9,86.5,9,1.1,0,0
AL,Petrey town,30417,51.2,30.9,91.4,8.6,0,0,0
AL,Phenix City city,24286,78.5,39.5,48.7,46.6,0.3,0.7,4
AL,Phil Campbell town,47222,86.3,17.7,95.2,0.2,0.4,0,4
AL,Pickensville town,28009,97.2,14.2,36.2,63.5,0.3,0,0
AL,Piedmont city,38750,86.5,0,87,10,0.5,0.1,1.3
AL,Pike Road town,36698,84.8,21,68.5,28.7,0.1,1.4,1.3
AL,Pinckard town,25852,78.5,34.4,83.8,12.7,0.6,0.5,1.7
AL,Pine Apple town,31607,70,22.4,73.5,24.2,0.8,0.8,0
AL,Pine Hill town,28884,76.8,25.6,45.8,53.2,0.4,0.1,0.7
AL,Pine Level CDP,97500,95.8,2.3,92,4.6,0.2,0.5,1.7
AL,Pine Ridge town,31042,88.6,13,87.2,1.8,0,0,20.9
AL,Pinson city,46250,81.5,21,79,17,0.2,0.4,3.7
AL,Pisgah town,30682,89.1,48.5,96.4,0.1,1.5,0.3,0.4
AL,Pleasant Grove city,56125,90.5,9.6,53.7,44.8,0.3,0.2,0.6
AL,Pleasant Groves town,24286,54.6,44.7,95.2,0,2.6,0,0.5
AL,Point Clear CDP,59909,93.2,5.8,58.8,39.6,0,0.6,0.9
AL,Pollard town,26635,78.7,31.9,59.1,27.7,0.7,0,21.2
AL,Powell town,63302,91.1,6.4,92.3,2.3,1.2,0,4.3
AL,Prattville city,46875,85,8.2,78.5,16.7,0.4,1.4,3.1
AL,Priceville town,47200,89.1,12.1,93.7,1.9,0.7,1,2.2
AL,Prichard city,31607,82.3,24.2,12.5,85.8,0.4,0.1,0.8
AL,Providence town,30903,61.2,31.5,81.2,13,0,0,3.1
AL,Putnam CDP,55297,89.9,11.5,23.3,72.5,2.6,0,0
AL,Ragland town,84375,91,5.8,82.8,15.4,0.1,0.1,0.3
AL,Rainbow City city,23785,78.5,36.3,87.4,7.2,0.4,2.6,2.4
AL,Rainsville city,40208,90.5,10.8,95.1,0.2,0.9,0.2,3.8
AL,Ranburne town,(X),72.8,30,99,0,0.2,0,0.2
AL,Ray CDP,38571,73.9,17,65.9,16.3,0.2,1.1,17.4
AL,Red Bay city,49338,92.5,17.7,92.5,1.2,0.3,0.1,5.1
AL,Redland CDP,39691,82.3,16.7,82.6,12.9,0.3,1.7,2.3
AL,Red Level town,50909,86.5,5.8,90.8,9,0,0,0.8
AL,Redstone Arsenal CDP,45909,82.9,5.8,69.1,20.8,1.2,1.7,10.7
AL,Reece City town,29076,77.1,29.9,93.4,2,1.1,0.9,0.8
AL,Reeltown CDP,75139,91.8,5.9,82.4,15.1,0.1,0.1,2.7
AL,Reform town,38571,79.2,17.6,50.6,48.2,0.1,0,0.9
AL,Rehobeth town,60893,94,9.8,95.9,1.5,0.8,0.2,2.5
AL,Repton town,43261,85.6,13.7,53.9,43.6,0,0,0.4
AL,Ridgeville town,74688,78.5,0,32.1,58.9,0,1.8,6.3
AL,River Falls town,20136,79.4,39.9,60.8,35,0.8,0,1.5
AL,Riverside town,47108,84.9,9.5,87.5,10.6,0.2,0.7,1.1
AL,Riverview town,23125,58,34.6,99.5,0,0,0,1.6
AL,Roanoke city,20625,69.6,35.9,57.6,40.5,0.2,0.6,1.2
AL,Robertsdale city,28977,64.6,20.5,85.3,5.4,0.8,0.5,9.2
AL,Rock Creek CDP,61417,87,4.8,97.5,0.8,0.7,0.1,0
AL,Rockford town,37222,75.5,15.9,62.5,37.5,0,0,1.3
AL,Rock Mills CDP,34956,77.2,20.3,97.3,1.5,0,0,1.8
AL,Rockville CDP,47364,79.9,10.6,97.7,2.3,0,0,2.3
AL,Rogersville town,52227,85.2,8.1,91.2,6.1,1,0.6,1.7
AL,Rosa town,22778,68.4,38.1,95.6,0.3,0,0,4.4
AL,Russellville city,(X),70.4,36.7,68.5,9.2,0.8,0.3,26
AL,Rutledge town,-,64.7,0,73.7,22.9,0,1.1,2.1
AL,St. Florian town,36346,81.9,28.7,97.1,2.4,0,0,0.2
AL,St. Stephens CDP,44808,81.3,11.4,63,36,0,0.4,0.6
AL,Saks CDP,29859,68.9,34.4,75.7,19.4,0.4,0.8,3.4
AL,Samson city,39688,69.8,13.5,73.3,17.9,1.1,0.4,8.3
AL,Sand Rock town,62500,91.7,5,97.5,0,0.7,0,2.9
AL,Sanford town,42500,88.2,25.9,97.1,0.4,0.4,0,1.2
AL,Saraland city,42070,78.6,17.9,83.7,12,0.8,0.6,2.5
AL,Sardis City town,22556,65.7,39.6,98.2,0.4,0.1,0.4,0.7
AL,Satsuma city,44375,80.8,5.9,88.7,7.9,1.2,0.6,1.1
AL,Scottsboro city,33333,73.1,17.5,89.8,4.6,0.8,0.8,3.5
AL,Section town,52621,85.4,11.2,95.5,0,1.6,0.6,0.9
AL,Selma city,51681,88.7,12.5,18,80.3,0.2,0.6,0.6
AL,Selmont-West Selmont CDP,59311,91.8,10.3,4.5,93.9,0.1,0,1.5
AL,Sheffield city,38007,81.8,16,69.7,26.8,0.3,0.3,2.3
AL,Shelby CDP,30278,76.6,25.9,90.4,6.9,0.2,0.2,2.3
AL,Shiloh town,22414,77.8,41.9,95.3,1.5,2.9,0,0.7
AL,Shoal Creek CDP,23015,78.1,45.5,92.4,4.8,0.1,2.2,1.4
AL,Shorter town,46596,77.3,19.2,18.8,79.5,0,0.6,1.1
AL,Silas town,34205,79.5,25,71,29,0,0,0
AL,Silverhill town,45139,78.9,36.8,94.3,1.7,0.1,0.3,5.7
AL,Sims Chapel CDP,36250,75.6,13.7,71.2,0,24.8,0.7,2
AL,Sipsey town,114018,99.6,2.6,64.1,33.2,0,0.5,0.9
AL,Skyline town,38409,68.4,12.9,95.3,0,2.1,0,2.1
AL,Slocomb city,27875,66,49,72.2,22.6,0.8,0.1,4.7
AL,Smiths Station city,40921,89.3,7.5,80.3,15.9,0.7,0.5,2.8
AL,Smoke Rise CDP,86071,100,8.6,98,0.5,0.5,0.1,0.7
AL,Snead town,27393,83.2,15.2,96.8,0.1,0.5,0.1,1.8
AL,Somerville town,38810,75.4,19.4,94.1,3.3,1.1,0,0.1
AL,Southside city,35512,75.5,17.7,96.5,1.5,0.2,0.7,1.3
AL,South Vinemont town,46354,80.3,13.5,83.2,0.1,1.2,2,23.6
AL,Spanish Fort city,86310,92.7,5,91,4.8,0.6,1.4,2.4
AL,Spring Garden CDP,35000,80.3,11,96.2,2.1,0,0,0
AL,Springville city,40417,78.4,18.7,93.6,4.7,0.3,0.4,0.7
AL,Spruce Pine CDP,65946,90.3,4.7,97.3,0,0,0,5.9
AL,Standing Rock CDP,26141,79.1,32.8,98.2,0.6,0,0,1.2
AL,Steele town,72747,95.8,7.8,94.6,0.4,0.4,0,5.1
AL,Sterrett CDP,(X),100,20.7,94.7,3.9,0,0,0.7
AL,Stevenson city,73906,91.1,9.3,73.8,17.4,1.1,0.4,3.9
AL,Stewartville CDP,-,76.6,0,95,3.5,0.7,0,0.4
AL,Sulligent city,49583,61.4,0,78.3,19.3,0.1,0,0.8
AL,Sumiton city,53083,84.1,7,93.2,4,0.4,0.2,0.8
AL,Summerdale town,31063,78.7,17.5,86.4,5.8,1.4,0.1,5.1
AL,Susan Moore town,31410,64.1,8.5,89.5,0,0.5,0.4,9.6
AL,Sweet Water town,38053,81.6,24.5,91.1,7.8,0,0,1.2
AL,Sylacauga city,43333,73.7,17.5,66.6,30.2,0.4,0.5,2.3
AL,Sylvania town,65000,91.3,1.4,86.7,0.2,0.8,0.2,11.2
AL,Sylvan Springs town,30050,74,26.4,97.3,1.4,0.5,0,0.5
AL,Talladega city,42321,85.1,17.6,47.7,48.7,0.3,0.5,3.4
AL,Talladega Springs town,39803,85.3,11.2,89.8,7.8,0,0,0
AL,Tallassee city,40417,75,20.6,72.4,23.4,0.4,0.6,3
AL,Tarrant city,79375,92.5,1.6,39,52.3,0.8,0.3,9
AL,Taylor town,33407,82.5,29.8,87.5,7.2,0.8,0.1,5.2
AL,Theodore CDP,46964,83.6,17.9,79.7,13.3,1.1,2.4,3.2
AL,Thomaston town,56630,86.9,5.3,44.1,53.2,1.4,0.5,0.2
AL,Thomasville city,29482,73.9,27.2,46.8,51.3,0.2,0.7,1.3
AL,Thorsby town,50833,80.1,12.5,89.7,5.7,0.1,0.6,5.7
AL,Tibbie CDP,38275,88.9,17.1,87.8,0,7.3,0,4.9
AL,Tidmore Bend CDP,25653,78.6,31.8,93.4,4.2,0.7,0.2,1
AL,Tillmans Corner CDP,43116,83.6,19.6,82.2,11.4,0.6,2.1,3.8
AL,Town Creek town,44284,85.4,12.2,52.4,36,2.1,0.1,6.5
AL,Toxey town,48523,89.3,18.3,68.6,31.4,0,0,1.5
AL,Trafford town,36146,82.4,13.3,92.7,6.2,0.2,0,0.9
AL,Triana town,45478,80.7,19.2,21.4,74.4,0.4,0,3.8
AL,Trinity town,-,100,70.8,88.6,6.7,1.1,0.2,3.3
AL,Troy city,48466,80.6,12.1,55,39,0.4,3.4,2
AL,Trussville city,48290,82.1,17.7,90.3,6.6,0.2,1.6,1.3
AL,Tuscaloosa city,28382,83.2,29.6,53.8,41.5,0.2,1.8,3
AL,Tuscumbia city,23542,85.6,33.5,75.9,21.2,0.4,0.3,1.4
AL,Tuskegee city,28889,80.8,29.1,1.9,95.8,0.1,0.5,1.3
AL,Twin town,41875,81.4,27.1,98,0,0,0,2.8
AL,Underwood-Petersville CDP,73625,93.7,10,91.3,6.2,0.2,0.6,1
AL,Union town,31707,83.7,31.1,3.4,95.4,0.8,0,0.4
AL,Union Grove town,82108,96.3,4.7,93.5,0,0,0,6.5
AL,Union Springs city,39351,87.3,25.1,12.9,71.8,0.2,0.4,17
AL,Uniontown town,41176,86.2,15.3,9.1,90.6,0,0,0.5
AL,Uriah CDP,26896,83.6,27.6,70.1,20.7,4.1,0.3,2
AL,Valley city,41705,77.6,16.5,64,33,0.1,1.2,1.7
AL,Valley Grande city,39874,77.1,12.9,75.2,23,0.4,0.4,0.5
AL,Valley Head town,26875,76.2,22.7,91.9,1.8,0.9,0.2,3
AL,Vance town,40313,91.7,6.2,88.8,7.2,0.4,0.6,5.6
AL,Vandiver CDP,30032,57.1,26.8,97.9,0.7,0.2,0.1,1.4
AL,Vernon city,14967,66.1,48.4,79.4,18.1,0.3,0,1.7
AL,Vestavia Hills city,23421,83.8,14.7,90.4,3.8,0.2,3.8,2.5
AL,Vina town,39531,84.9,18.5,94.7,1.1,0.3,0.6,2.2
AL,Vincent town,55134,85.9,12.3,78.7,19.8,0.4,0.1,0.7
AL,Vinegar Bend CDP,30391,75.7,23.2,15.1,79.2,2.6,0.5,0
AL,Vredenburgh town,64432,88,9,6.7,92.9,0.3,0,1.3
AL,Wadley town,47171,75.9,12.3,57.9,36.2,0.1,0,4.4
AL,Waldo town,30292,81,31.1,63.3,36,0,0,0
AL,Walnut Grove town,84854,97.3,4.3,96.6,0,0.6,0.1,1.6
AL,Warrior city,22500,57.3,23.9,83.1,14.2,0.2,0.4,0.8
AL,Waterloo town,42692,77.5,10.9,99,0.5,0.5,0,0
AL,Waverly town,77083,64.5,0,87.6,11.7,0,0,2.8
AL,Weaver city,(X),73.5,39,81.4,13.6,0.7,1.1,3
AL,Webb town,25294,73.9,34.7,74.8,18.7,0.7,0.3,6.2
AL,Wedowee town,32188,75.8,22,68.4,30.9,0.4,0.1,1.3
AL,Weogufka CDP,38846,68.4,10.3,99.3,0,0,0.4,1.1
AL,West Blocton town,45396,86.9,18.8,85.6,13.2,0.4,0.1,0.1
AL,West End-Cobb Town CDP,39167,73.6,18.2,76.1,20.9,0.5,0.2,1.6
AL,West Jefferson town,55417,74.1,10.9,96.7,1.2,0,0,0.3
AL,Westover town,44851,83.9,5.7,93.6,2.5,0.9,0.5,2.3
AL,West Point town,35375,78,18.7,95.6,0,0.7,0.5,6
AL,Wetumpka city,26574,70.1,26.7,67.9,26.1,0.6,1.1,3.8
AL,Whatley CDP,19792,56.3,43.2,72,26.7,0,0.7,2
AL,White Hall town,36250,79.9,31.6,2.4,95.6,0.2,0,0.9
AL,White Plains CDP,35233,68.1,19.6,96.7,1.7,0.4,0.2,1.4
AL,Whitesboro CDP,45938,88.3,10.2,96.7,0.7,0.7,0.3,1.1
AL,Wilsonville town,58906,85.2,13.4,89.6,7.2,0.4,0.1,2.6
AL,Wilton town,50329,86.9,14.2,71.5,22.7,0,0.1,4.7
AL,Winfield city,46190,85,10.7,92.9,4.5,0.3,0.3,2
AL,Woodland town,-,-,-,92.9,2.2,0,0,3.8
AL,Woodstock town,18462,66.6,42.7,94.3,3.4,0.1,0.1,2.1
AL,Woodville town,55781,95.7,5,94,0.5,2,0.3,2.3
AL,Yellow Bluff town,36736,84.4,25.2,0.5,99.5,0,0,0
AL,York city,43456,88,20.3,13.6,85.6,0.2,0,1
AK,Adak city,39750,84.6,12,19.6,4,5.5,52.5,8.9
AK,Akhiok city,40654,86.8,13.3,8.5,1.4,50.7,1.4,11.3
AK,Akiachak CDP,34205,86.4,26.6,3.5,0.2,95.1,0.2,0.2
AK,Akiak city,54519,89.5,13.5,5.2,0,92.8,0,0.3
AK,Akutan city,34444,77.7,25.9,23.3,17.9,5.5,43.3,20.8
AK,Alakanuk city,16786,62,44.1,2.1,0,95,0.4,0
AK,Alatna CDP,17399,77.1,46.8,2.7,0,97.3,0,0
AK,Alcan Border CDP,78500,93.4,39.3,90.9,0,0,0,9.1
AK,Aleknagik city,26250,62.5,40.5,15.1,0,75.8,0,0
AK,Aleneva CDP,38750,76.7,26.1,100,0,0,0,0
AK,Allakaket city,42000,81.3,31.3,1,0,95.2,0,0
AK,Ambler city,24750,73,16.1,11.2,0.4,84.5,0,0
AK,Anaktuvuk Pass city,32917,65.4,44.6,7.1,0.3,83.3,0,2.2
AK,Anchorage municipality,-,100,0,66,5.6,7.9,8.1,7.6
AK,Anchor Point CDP,-,100,0,90.2,0.3,3.8,0.9,2.2
AK,Anderson city,41875,84,11.6,87.8,1.6,2.8,0.8,3.7
AK,Angoon city,-,0,0,10.5,0.9,75.8,0,7.8
AK,Aniak city,26500,72.9,9.1,20.4,0.2,69.5,0,1.2
AK,Anvik city,42344,78.7,21.4,3.5,0,92.9,0,0
AK,Arctic Village CDP,66250,80.9,26.3,4.6,0,88.8,0,0
AK,Atka city,78326,93,8.2,4.9,0,95.1,0,0
AK,Atmautluak CDP,51591,93.8,10.1,1.4,0.7,97.8,0,0
AK,Atqasuk city,87708,98.6,0,6.9,0,92.3,0,0
AK,Attu Station CDP,32750,86.7,17.8,90.5,0,4.8,0,19
AK,Badger CDP,60500,83.8,19,83.8,2.7,4.9,1.7,4.5
AK,Barrow city,26563,94.2,16.3,16.9,1,61.2,9.1,3.1
AK,Bear Creek CDP,26250,75,36.6,80.9,0.6,10.7,1.6,1.8
AK,Beaver CDP,50625,89.5,1.5,1.2,0,97.6,0,4.8
AK,Beluga CDP,50625,70.2,25.6,90,0,10,0,0
AK,Bethel city,52500,75.9,23.3,23.3,0.9,65,2.5,2.2
AK,Bettles city,-,100,-,75,8.3,0,0,0
AK,Big Delta CDP,75917,96.2,4.5,92.6,0.2,2.4,0.3,1.5
AK,Big Lake CDP,76902,84.6,11.7,86.1,0.2,7,0.5,3.1
AK,Birch Creek CDP,81458,92.5,12.7,0,0,100,0,0
AK,Brevig Mission city,24000,69.8,30,4.6,0.5,91.5,0,0.5
AK,Buckland city,(X),66.7,33.3,2.6,0,95.4,0,0
AK,Buffalo Soapstone CDP,76135,85.8,11.4,84.1,1.6,3.3,0.5,3.2
AK,Butte CDP,50000,100,0,90.4,0.3,4.3,0.6,3.1
AK,Cantwell CDP,65417,97.6,13,77.2,0.5,15.5,0,1.4
AK,Central CDP,70988,90.4,9.6,92.7,0,4.2,0,1
AK,Chalkyitsik CDP,-,0,100,14.5,0,85.5,0,0
AK,Chase CDP,32344,78,57.6,100,0,0,0,0
AK,Chefornak city,60357,86.2,24.4,3.3,0.2,95.7,0,0
AK,Chena Ridge CDP,68333,90.4,4.6,83.8,1.3,6.2,1.8,3.2
AK,Chenega CDP,81875,94.3,9.6,39.5,0,52.6,0,2.6
AK,Chevak city,56000,95,9.1,2.3,0,94.9,0.3,0.1
AK,Chickaloon CDP,(X),82.2,5.2,86.4,0,6.3,0.7,1.5
AK,Chicken CDP,29375,88.7,36.6,100,0,0,0,14.3
AK,Chignik city,-,65.2,0,34.1,0,57.1,3.3,1.1
AK,Chignik Lagoon CDP,55625,74.3,18.4,20.5,0,62.8,1.3,3.8
AK,Chignik Lake CDP,93532,96.5,4.9,2.7,0,94.5,0,0
AK,Chiniak CDP,(X),100,34.8,91.5,0,4.3,0,0
AK,Chisana CDP,41136,82.8,32.8,(X),(X),(X),(X),(X)
AK,Chistochina CDP,40893,91.7,13.5,36.6,0,53.8,0,0
AK,Chitina CDP,-,-,-,64.3,0,19.8,0,2.4
AK,Chuathbaluk city,96250,100,0,3.4,1.7,88.1,0,2.5
AK,Circle CDP,93438,84,0,9.6,0,84.6,0,1.9
AK,Clam Gulch CDP,45000,68.2,8.6,85.2,0,5.7,0,0.6
AK,Clark's Point city,-,100,0,11.3,0,88.7,0,0
AK,Coffman Cove city,-,-,-,94.3,0,4,0,1.1
AK,Cohoe CDP,(X),80,20.3,89.5,0.4,4.5,0.4,2.2
AK,Cold Bay city,(X),82.6,15,74.1,1.9,12,1.9,4.6
AK,Coldfoot CDP,43750,92,50.5,90,0,10,0,0
AK,College CDP,17125,54.3,63.6,73.1,3.2,9.5,4.6,5.3
AK,Cooper Landing CDP,(X),84.3,13.2,95.5,0,1.4,0.7,0
AK,Copper Center CDP,25833,74.2,55.4,45.7,0,48.5,0.3,3
AK,Cordova city,41786,91.9,6,70.3,0.4,8.8,10.9,4.2
AK,Covenant Life CDP,57228,95,16,91.9,0,5.8,1.2,0
AK,Craig city,86250,97.5,0,65,0.3,20,0.7,3.2
AK,Crooked Creek CDP,-,70,30,7.6,0,83.8,0,0
AK,Crown Point CDP,73812,94.9,8.2,83.8,4.1,4.1,4.1,5.4
AK,Deering city,64301,95.3,4.2,9,0,86.9,0,0
AK,Delta Junction city,39063,84.8,18.8,88.1,1.8,3.2,1.1,4.7
AK,Deltana CDP,85833,91.6,5.8,92.1,0.9,2.5,0.9,2.4
AK,Diamond Ridge CDP,31875,100,0,91.7,0.2,3.1,1.3,2.1
AK,Dillingham city,63229,89.3,13.9,30.7,0.4,55.9,1.3,2.9
AK,Diomede city,31250,80.8,39.8,4.3,0,92.2,0,0
AK,Dot Lake CDP,56688,100,0,69.2,0,23.1,0,0
AK,Dot Lake Village CDP,50000,88,14,8.1,0,82.3,0,0
AK,Dry Creek CDP,72500,95.4,10.6,100,0,0,0,4.3
AK,Eagle city,74457,93.8,14.9,90.7,0,8.1,0,0
AK,Eagle Village CDP,69375,97,9.2,55.2,1.5,38.8,1.5,0
AK,Edna Bay CDP,66875,93.6,12.3,97.6,2.4,0,0,0
AK,Eek city,16250,63.6,65.1,2.4,0,97.6,0,1
AK,Egegik city,-,-,-,47.7,0,39.4,0,1.8
AK,Eielson AFB CDP,20625,64.9,25.9,80.3,7.8,0.9,2.6,7.9
AK,Ekwok city,(X),100,15.5,5.2,0,90.4,0,2.6
AK,Elfin Cove CDP,33125,90.7,25.8,70,0,5,0,0
AK,Elim city,(X),82.4,17.6,7.3,0,89.7,0.3,0.3
AK,Emmonak city,-,-,-,3.1,0,96.3,0.1,0.1
AK,Ester CDP,39063,68.7,21.2,84.6,2.1,6.7,1.2,3.3
AK,Eureka Roadhouse CDP,38125,91.1,17.6,75.9,0,6.9,3.4,6.9
AK,Evansville CDP,53388,96.6,6.8,46.7,0,53.3,0,0
AK,Excursion Inlet CDP,31875,63.4,28.6,75,0,0,0,8.3
AK,Fairbanks city,106667,100,0,66.1,9,10,3.6,9
AK,False Pass city,37188,86.9,29.3,20,0,77.1,2.9,0
AK,Farmers Loop CDP,44773,83.9,25.8,84,0.8,6.3,1.8,2.9
AK,Farm Loop CDP,68163,95,9.1,88.8,0.8,4.2,0.9,1.9
AK,Ferry CDP,-,-,-,97,0,0,0,0
AK,Fishhook CDP,23750,78.6,0,87.5,0.6,3.6,1.2,2.8
AK,Flat CDP,-,86.7,12.5,(X),(X),(X),(X),(X)
AK,Fort Greely CDP,55229,91.2,13.1,78.3,4.3,1.9,1.5,13.2
AK,Fort Yukon city,55625,100,5.4,7.7,0.5,89.2,0.2,0.3
AK,Four Mile Road CDP,100703,98.9,5.8,53.5,0,30.2,2.3,0
AK,Fox CDP,82250,92.4,4.1,82,0.5,7.4,0.7,5.3
AK,Fox River CDP,-,100,100,98.8,0,0,1.2,0
AK,Fritz Creek CDP,86917,94.5,4.8,89.9,0.5,2.9,0.8,2.6
AK,Funny River CDP,-,-,-,91,0.1,4.6,0.2,1.1
AK,Gakona CDP,(X),100,0,79.4,0,19.7,0,0.9
AK,Galena city,39583,77.1,18.5,29.4,0,63.6,0.6,2.3
AK,Gambell city,-,50,0,3.8,0,95.6,0.1,0.4
AK,Game Creek CDP,76563,100,0,100,0,0,0,0
AK,Gateway CDP,57083,37.9,17.1,85.3,1,4.2,1.8,3.7
AK,Glacier View CDP,61875,92.7,11.7,94,0,0.9,0.4,3
AK,Glennallen CDP,59314,94.3,11.9,77.4,0.4,7.7,0.6,1.4
AK,Goldstream CDP,80625,92.9,8.8,89,0.6,3.4,0.7,2.5
AK,Golovin city,63333,86.4,7.9,4.5,0,92.9,0,0.6
AK,Goodnews Bay city,29417,72.4,41.3,4.5,0,94.7,0,0.4
AK,Grayling city,-,100,0,6.7,0,87.1,0,0
AK,Gulkana CDP,92739,96.1,7.8,23.5,0,76.5,0,4.2
AK,Gustavus city,43000,90.2,9.2,91.4,0,2.7,1.1,1.6
AK,Haines CDP,(X),94.4,0,81.1,0.6,11.2,0.5,1.7
AK,Halibut Cove CDP,88371,97.3,3.7,86.8,0,6.6,0,1.3
AK,Happy Valley CDP,40000,90.4,39.4,87.5,0.2,5.9,0.3,2
AK,Harding-Birch Lakes CDP,30313,58.6,36.2,93.3,0.3,3.3,0,2.7
AK,Healy CDP,20417,70.4,42,91.5,0.4,2.1,1.6,2.1
AK,Healy Lake CDP,(X),91.2,7.8,15.4,0,84.6,0,0
AK,Hobart Bay CDP,57639,95.6,8.1,0,0,100,0,0
AK,Hollis CDP,69735,95.4,5.1,89.3,0,4.5,0.9,0.9
AK,Holy Cross city,-,100,0,4.5,0,91.6,0,0
AK,Homer city,41625,91.4,15.5,89.3,0.4,4.1,1,2.1
AK,Hoonah city,51042,94.5,4.2,32.6,0.4,52.5,0.5,3
AK,Hooper Bay city,88462,93.6,6.8,1.9,0,94.6,0,0
AK,Hope CDP,-,-,-,88,0,4.2,0.5,3.1
AK,Houston city,-,-,-,82.2,0.4,6.7,0.6,3.3
AK,Hughes city,103571,89.5,4.8,1.3,2.6,96.1,0,0
AK,Huslia city,36094,86.1,13.1,6.5,0,92.4,0,0
AK,Hydaburg city,55849,95.9,12.6,11.4,0.5,77.1,0,3.2
AK,Hyder CDP,57708,87.7,16.4,90.8,0,1.1,0,2.3
AK,Igiugig CDP,35938,75,40.9,28,0,40,0,12
AK,Iliamna CDP,-,100,0,33,0,54.1,0,3.7
AK,Ivanof Bay CDP,50438,90.2,14.8,0,0,100,0,0
AK,Juneau city and borough,32500,92.6,21,69.7,0.9,11.8,6.1,5.1
AK,Kachemak city,42000,93.1,24.5,91.7,0,4,1.3,2.1
AK,Kake city,31250,90.1,17.3,17.1,0.2,69.1,0,1.8
AK,Kaktovik city,-,53.8,46.2,10,0,88.7,0,0
AK,Kalifornsky CDP,51250,90.3,6.1,87.2,0.4,5,0.9,3.5
